Protein	Des
Q4JBM5	Genome Annotation
Q4JBM7	Genome Annotation
Q4JBN2	Genome Annotation
Q4JBN5	Genome Annotation
Q4JBN7	Genome Annotation
Q4JBN8	Genome Annotation
Q4JBN9	Genome Annotation
Q4JBP0	Genome Annotation
Q4JBP1	Genome Annotation
Q4JBP4	Genome Annotation
Q4JBQ0	Genome Annotation
Q4JBQ8	Genome Annotation
Q4JBR0	Genome Annotation
Q4JBR2	Genome Annotation
Q4JBR8	Genome Annotation
Q4JBS3	Genome Annotation
Q4JBS4	Genome Annotation
Q4JBS5	Genome Annotation
Q4JBT0	Genome Annotation
Q4JBT2	Genome Annotation
Q4JBT5	Genome Annotation
Q4JBT8	Genome Annotation
Q4JBU2	Genome Annotation
Q4JBU7	Genome Annotation
Q4JBV3	Genome Annotation
Q4JBV6	Genome Annotation
Q4JBV7	Genome Annotation
Q4JBV8	Genome Annotation
Q4JBW1	Genome Annotation
Q4JBW3	Genome Annotation
Q4JBW4	Genome Annotation
Q4JBW8	Genome Annotation
Q4JBW9	Genome Annotation
Q4JBX3	Genome Annotation
Q4JBY2	Genome Annotation
Q4JBZ1	Genome Annotation
Q4JBZ2	Genome Annotation
Q4JBZ3	Genome Annotation
Q4JBZ4	Genome Annotation
Q4JBZ5	Genome Annotation
Q4JBZ6	Genome Annotation
Q4JBZ7	Genome Annotation
Q4JC00	Genome Annotation
Q4JC03	Genome Annotation
Q4JC07	Genome Annotation
Q4JC08	Genome Annotation
Q4JC09	Genome Annotation
Q4JC14	Genome Annotation
Q4JC15	Genome Annotation
Q4JC24	Genome Annotation
Q4JC29	Genome Annotation
Q4JC39	Genome Annotation
Q4JC40	Genome Annotation
Q4JC42	Genome Annotation
Q4JC44	Genome Annotation
Q4JC46	Genome Annotation
Q4JC47	Genome Annotation
Q4JC48	Genome Annotation
Q4JC51	Genome Annotation
Q4JC56	Genome Annotation
Q4JC59	Genome Annotation
Q4JC60	Genome Annotation
Q4JC62	Genome Annotation
Q4JC67	Genome Annotation
Q4JC68	Genome Annotation
Q4JC70	Genome Annotation
Q4JC77	Genome Annotation
Q4JC78	Genome Annotation
Q4JC81	Genome Annotation
Q4JC84	Genome Annotation
Q4JC91	Genome Annotation
Q4JC93	Genome Annotation
Q4JC94	Genome Annotation
Q4JC95	Genome Annotation
Q4JC96	Genome Annotation
Q4JC98	Genome Annotation
Q4JCA3	Genome Annotation
Q4JCA6	Genome Annotation
Q4JCA9	Genome Annotation
Q4JCB0	Genome Annotation
Q4JCB3	Genome Annotation
Q4JCB4	Genome Annotation
Q4JCB8	Genome Annotation
Q4JCC1	Genome Annotation
Q4JCC2	Genome Annotation
Q4JCC4	Genome Annotation
Q4JCC9	Genome Annotation
Q4JCD0	Genome Annotation
Q4JCD1	Genome Annotation
Q4JCD3	Genome Annotation
Q4JCD4	Genome Annotation
Q4JCE1	Genome Annotation
Q4JCE3	Genome Annotation
Q4JCF8	Genome Annotation
Q4JCH4	Genome Annotation
Q4JCH7	Genome Annotation
Q4JCH8	Genome Annotation
Q4JCH9	Genome Annotation
Q4JCI0	Genome Annotation
Q4JCI3	Genome Annotation
Q4JCI5	Genome Annotation
Q4JCI9	Genome Annotation
Q4JCJ0	Genome Annotation
Q4JCJ1	Genome Annotation
Q4JCJ2	Genome Annotation
Q4JCJ3	Genome Annotation
Q4JCJ5	Genome Annotation
Q4JCK5	Genome Annotation
Q4JCK7	Genome Annotation
Q4JCL2	Genome Annotation
Q4JCL5	Genome Annotation
Q4JCL6	Genome Annotation
Q4JCM3	Genome Annotation
Q4JCM5	Genome Annotation
Q4JCM8	Genome Annotation
Q4JCN6	Genome Annotation
Q4JCN7	Genome Annotation
Q4JCP3	Genome Annotation
Q4JCP4	Genome Annotation
Q4JCP7	Genome Annotation
Q4JCP8	Genome Annotation
Q50294	Genome Annotation
Q50314	Genome Annotation
Q50331	Genome Annotation
Q50365	Genome Annotation
Q50699	Genome Annotation
Q50732	Genome Annotation
Q51485	Genome Annotation
Q51487	Genome Annotation
Q51567	Genome Annotation
Q52150	Genome Annotation
Q52905	Genome Annotation
Q53874	Genome Annotation
Q53WA9	
Q53WF6	
Q53WH8	
Q54146	Genome Annotation
Q54714	Genome Annotation
Q54715	Genome Annotation
Q54735	Genome Annotation
Q55013	Genome Annotation
Q55080	Genome Annotation
Q55118	Genome Annotation
Q55119	Genome Annotation
Q55138	
Q55158	Genome Annotation
Q55168	Genome Annotation
Q55169	Genome Annotation
Q55171	
Q55176	
Q55199	
Q55247	Genome Annotation
Q55282	Genome Annotation
Q55318	Genome Annotation
Q55332	Genome Annotation
Q55338	Genome Annotation
Q55356	Genome Annotation
Q55387	
Q55393	Genome Annotation
Q55404	Genome Annotation
Q55406	
Q55418	Genome Annotation
Q55420	
Q55432	
Q55443	
Q55444	
Q55445	Genome Annotation
Q55446	
Q55447	
Q55457	
Q55460	Genome Annotation
Q55461	Genome Annotation
Q55466	
Q55474	
Q55483	
Q55498	Genome Annotation
Q55499	Genome Annotation
Q55501	
Q55504	Genome Annotation
Q55505	Genome Annotation
Q55512	Genome Annotation
Q55514	
Q55517	
Q55522	Genome Annotation
Q55527	
Q55531	
Q55544	Genome Annotation
Q55549	
Q55551	
Q55557	
Q55563	Genome Annotation
Q55564	
Q55574	Genome Annotation
Q55581	
Q55607	Genome Annotation
Q55614	
Q55623	
Q55641	
Q55659	
Q55664	Genome Annotation
Q55665	Genome Annotation
Q55689	
Q55691	
Q55700	Genome Annotation
Q55707	Genome Annotation
Q55715	
Q55718	
Q55726	
Q55727	
Q55729	Genome Annotation
Q55746	Genome Annotation
Q55750	Genome Annotation
Q55756	Genome Annotation
Q55757	
Q55759	Genome Annotation
Q55764	
Q55765	
Q55770	
Q55774	Genome Annotation
Q55787	Genome Annotation
Q55788	
Q55791	Genome Annotation
Q55792	Genome Annotation
Q55814	
Q55823	Genome Annotation
Q55839	
Q55848	Genome Annotation
Q55865	
Q55874	Genome Annotation
Q55885	
Q55897	
Q55905	Genome Annotation
Q55913	
Q55918	
Q55943	
Q55949	
Q55956	
Q55962	
Q55972	
Q55982	Genome Annotation
Q55989	
Q56312	Genome Annotation
Q56582	
Q56584	
Q56587	
Q56921	
Q57014	Genome Annotation
Q57038	Genome Annotation
Q57496	
Q57AG9	Genome Annotation
Q57QC4	Genome Annotation
Q58Z11	Genome Annotation
Q59641	Genome Annotation
Q59969	Genome Annotation
Q59978	Genome Annotation
Q59992	Genome Annotation
Q59993	Genome Annotation
Q5DYQ6	Genome Annotation
Q5HCP4	Genome Annotation
Q5HCR7	Genome Annotation
Q5HCU6	Genome Annotation
Q5HCZ6	Genome Annotation
Q5HD02	Genome Annotation
Q5HD61	Genome Annotation
Q5HDM2	Genome Annotation
Q5HDW4	Genome Annotation
Q5HDW6	Genome Annotation
Q5HDW9	Genome Annotation
Q5HDX0	Genome Annotation
Q5HDX3	Genome Annotation
Q5HDX4	Genome Annotation
Q5HDX5	Genome Annotation
Q5HDX6	Genome Annotation
Q5HDX7	Genome Annotation
Q5HDX9	Genome Annotation
Q5HDY0	Genome Annotation
Q5HDY2	Genome Annotation
Q5HDY5	Genome Annotation
Q5HE23	Genome Annotation
Q5HE43	Genome Annotation
Q5HE73	Genome Annotation
Q5HE75	Genome Annotation
Q5HE80	Genome Annotation
Q5HE82	Genome Annotation
Q5HE87	Genome Annotation
Q5HE88	Genome Annotation
Q5HE95	Genome Annotation
Q5HEE0	Genome Annotation
Q5HEH1	Genome Annotation
Q5HEH2	Genome Annotation
Q5HEL4	Genome Annotation
Q5HEL8	Genome Annotation
Q5HEM1	Genome Annotation
Q5HEM3	Genome Annotation
Q5HEU2	Genome Annotation
Q5HF16	Genome Annotation
Q5HF23	Genome Annotation
Q5HF24	Genome Annotation
Q5HF31	Genome Annotation
Q5HF35	Genome Annotation
Q5HF42	Genome Annotation
Q5HF73	Genome Annotation
Q5HF76	Genome Annotation
Q5HF90	Genome Annotation
Q5HF97	Genome Annotation
Q5HFA2	Genome Annotation
Q5HFA4	Genome Annotation
Q5HFA8	Genome Annotation
Q5HFB9	Genome Annotation
Q5HFC4	Genome Annotation
Q5HFC8	Genome Annotation
Q5HFD7	Genome Annotation
Q5HFE5	Genome Annotation
Q5HFE6	Genome Annotation
Q5HFF2	Genome Annotation
Q5HFH5	Genome Annotation
Q5HFI0	Genome Annotation
Q5HFI1	Genome Annotation
Q5HFI7	Genome Annotation
Q5HFJ5	Genome Annotation
Q5HFJ9	Genome Annotation
Q5HFK3	Genome Annotation
Q5HFK9	Genome Annotation
Q5HFM3	Genome Annotation
Q5HFM4	Genome Annotation
Q5HFR2	Genome Annotation
Q5HFS5	Genome Annotation
Q5HFU2	Genome Annotation
Q5HFV0	Genome Annotation
Q5HFV4	Genome Annotation
Q5HFV7	Genome Annotation
Q5HFX8	Genome Annotation
Q5HG06	Genome Annotation
Q5HG07	Genome Annotation
Q5HG66	Genome Annotation
Q5HG69	Genome Annotation
Q5HG77	Genome Annotation
Q5HG86	Genome Annotation
Q5HGC3	Genome Annotation
Q5HGF7	Genome Annotation
Q5HGG2	Genome Annotation
Q5HGH4	Genome Annotation
Q5HGH6	Genome Annotation
Q5HGI6	Genome Annotation
Q5HGI7	Genome Annotation
Q5HGK2	Genome Annotation
Q5HGK9	Genome Annotation
Q5HGL4	Genome Annotation
Q5HGN8	Genome Annotation
Q5HGP5	Genome Annotation
Q5HGP8	Genome Annotation
Q5HGP9	Genome Annotation
Q5HGQ5	Genome Annotation
Q5HGV5	Genome Annotation
Q5HGY8	Genome Annotation
Q5HGY9	Genome Annotation
Q5HGZ0	Genome Annotation
Q5HGZ1	Genome Annotation
Q5HH02	Genome Annotation
Q5HH21	Genome Annotation
Q5HH25	Genome Annotation
Q5HH38	Genome Annotation
Q5HH78	Genome Annotation
Q5HH86	Genome Annotation
Q5HH88	Genome Annotation
Q5HHA2	Genome Annotation
Q5HHB0	Genome Annotation
Q5HHC2	Genome Annotation
Q5HHC7	Genome Annotation
Q5HHG0	Genome Annotation
Q5HHG4	Genome Annotation
Q5HHH4	Genome Annotation
Q5HHP1	Genome Annotation
Q5HHP3	Genome Annotation
Q5HHP5	Genome Annotation
Q5HHR0	Genome Annotation
Q5HHR8	Genome Annotation
Q5HHS7	Genome Annotation
Q5HHY2	Genome Annotation
Q5HI51	Genome Annotation
Q5HI88	Genome Annotation
Q5HI89	Genome Annotation
Q5HIA5	Genome Annotation
Q5HIC2	Genome Annotation
Q5HIC7	Genome Annotation
Q5HIC8	Genome Annotation
Q5HIC9	Genome Annotation
Q5HID2	Genome Annotation
Q5HID3	Genome Annotation
Q5HID7	Genome Annotation
Q5HID8	Genome Annotation
Q5HIE7	Genome Annotation
Q5HIF2	Genome Annotation
Q5HIF5	Genome Annotation
Q5HIF7	Genome Annotation
Q5HIH4	Genome Annotation
Q5HIH8	Genome Annotation
Q5HIJ5	Genome Annotation
Q5HIJ8	Genome Annotation
Q5HIQ7	Genome Annotation
Q5HIS8	Genome Annotation
Q5HIT8	Genome Annotation
Q5HJ86	Genome Annotation
Q5HJI0	Genome Annotation
Q5HJM9	Genome Annotation
Q5HJR8	Genome Annotation
Q5HJU7	Genome Annotation
Q5HJZ0	Genome Annotation
Q5HJZ6	Genome Annotation
Q5SH27	
Q5SH98	
Q5SHB2	Genome Annotation
Q5SHD1	
Q5SHF7	
Q5SHQ9	Genome Annotation
Q5SHV2	
Q5SI56	Genome Annotation
Q5SI59	
Q5SI61	
Q5SIE6	
Q5SIH4	
Q5SIL2	
Q5SIY7	
Q5SJ45	Genome Annotation
Q5SJ72	
Q5SJ94	Genome Annotation
Q5SJB8	Genome Annotation
Q5SJC3	
Q5SJE8	Genome Annotation
Q5SJE9	
Q5SJP2	
Q5SK59	
Q5SKC3	
Q5SKH7	
Q5SKH9	
Q5SKJ3	
Q5SKV1	
Q5SKV6	
Q5SKV7	Genome Annotation
Q5SKV9	
Q5SKW6	
Q5SL35	Genome Annotation
Q5SL36	Genome Annotation
Q5SLE0	
Q5SLM2	Genome Annotation
Q5SM04	
Q5SM05	
Q5SM21	
Q5SM27	Genome Annotation
Q5W264	
Q6MWW6	Genome Annotation
Q6MWW7	Genome Annotation
Q6MWZ4	Genome Annotation
Q6MWZ8	Genome Annotation
Q6MX13	Genome Annotation
Q6MX17	Genome Annotation
Q6MX28	Genome Annotation
Q6MX43	Genome Annotation
Q6N0G2	Genome Annotation
Q6N0G9	Genome Annotation
Q6N0K2	Genome Annotation
Q6N0L2	Genome Annotation
Q6N0T2	Genome Annotation
Q6N122	Genome Annotation
Q6N184	Genome Annotation
Q6N205	Genome Annotation
Q6N2W9	Genome Annotation
Q6N387	Genome Annotation
Q6N4H8	Genome Annotation
Q6N4I2	Genome Annotation
Q6N4Q4	Genome Annotation
Q6N4Y2	Genome Annotation
Q6N4Z3	Genome Annotation
Q6N5C3	Genome Annotation
Q6N5C6	Genome Annotation
Q6N5H3	Genome Annotation
Q6N5J7	Genome Annotation
Q6N5K7	Genome Annotation
Q6N5M1	Genome Annotation
Q6N5Q2	Genome Annotation
Q6N650	Genome Annotation
Q6N693	Genome Annotation
Q6N6B2	Genome Annotation
Q6N6I8	Genome Annotation
Q6N6P1	Genome Annotation
Q6N6V1	Genome Annotation
Q6N706	Genome Annotation
Q6N717	Genome Annotation
Q6N729	Genome Annotation
Q6N808	Genome Annotation
Q6N822	Genome Annotation
Q6N899	Genome Annotation
Q6N8A6	Genome Annotation
Q6N938	Genome Annotation
Q6N973	Genome Annotation
Q6N9K7	Genome Annotation
Q6N9L2	Genome Annotation
Q6N9L5	Genome Annotation
Q6N9N5	Genome Annotation
Q6N9P5	Genome Annotation
Q6N9Q4	Genome Annotation
Q6NAH9	Genome Annotation
Q6NAI0	Genome Annotation
Q6NAN5	Genome Annotation
Q6NAX9	Genome Annotation
Q6NB88	Genome Annotation
Q6NBQ6	Genome Annotation
Q6NC67	Genome Annotation
Q6NC89	Genome Annotation
Q6NCA9	Genome Annotation
Q6NCE1	Genome Annotation
Q6NCN8	Genome Annotation
Q6NCP1	Genome Annotation
Q6NCQ5	Genome Annotation
Q6NCW4	Genome Annotation
Q6NCX7	Genome Annotation
Q6ND51	Genome Annotation
Q6ND84	Genome Annotation
Q6NDB1	Genome Annotation
Q6NDB8	Genome Annotation
Q6NDC0	Genome Annotation
Q6NDC3	Genome Annotation
Q6NDL1	Genome Annotation
Q6NDM3	Genome Annotation
Q6NDQ4	Genome Annotation
Q6RKB1	
Q6U5Y3	
Q6UAC2	Genome Annotation
Q6XKD8	Genome Annotation
Q6YRP4	
Q6YRR4	
Q6YRR7	
Q6YRT1	
Q6YRT3	
Q6YRW6	
Q6YRX3	
Q6YS03	
Q6ZED5	
Q6ZEL7	
Q6ZEQ1	
Q6ZES1	
Q6ZES9	
Q6ZET8	
Q6ZEV3	
Q6ZEW2	
Q6ZEW4	
Q72G88	Genome Annotation
Q72G91	Genome Annotation
Q72GE4	Genome Annotation
Q72GG0	Genome Annotation
Q72GJ2	Genome Annotation
Q72GJ3	Genome Annotation
Q72GJ6	Genome Annotation
Q72GM1	Genome Annotation
Q72GQ0	Genome Annotation
Q72GR8	Genome Annotation
Q72GS2	Genome Annotation
Q72GS6	Genome Annotation
Q72GW4	Genome Annotation
Q72GY7	Genome Annotation
Q72H36	Genome Annotation
Q72H65	Genome Annotation
Q72H73	Genome Annotation
Q72H76	Genome Annotation
Q72H84	Genome Annotation
Q72H94	Genome Annotation
Q72H95	Genome Annotation
Q72HJ9	Genome Annotation
Q72HR6	Genome Annotation
Q72HS2	Genome Annotation
Q72HY1	Genome Annotation
Q72I33	Genome Annotation
Q72I53	Genome Annotation
Q72ID4	Genome Annotation
Q72II3	Genome Annotation
Q72IJ6	Genome Annotation
Q72IN0	Genome Annotation
Q72IR9	Genome Annotation
Q72IV2	Genome Annotation
Q72IW9	Genome Annotation
Q72IY9	Genome Annotation
Q72J52	Genome Annotation
Q72JG7	Genome Annotation
Q72JH2	Genome Annotation
Q72JJ5	Genome Annotation
Q72JN9	Genome Annotation
Q72JS7	Genome Annotation
Q72K80	Genome Annotation
Q72K94	Genome Annotation
Q72KG7	Genome Annotation
Q72KV7	Genome Annotation
Q72L91	Genome Annotation
Q72LA0	Genome Annotation
Q72LE2	Genome Annotation
Q72LH0	Genome Annotation
Q72LH1	Genome Annotation
Q746M9	Genome Annotation
Q746N1	Genome Annotation
Q797B3	Genome Annotation
Q79EE5	
Q79FL8	Genome Annotation
Q79FP1	Genome Annotation
Q79FP2	Genome Annotation
Q79FV7	Genome Annotation
Q79FW0	Genome Annotation
Q79PF4	Genome Annotation
Q7A4R9	Genome Annotation
Q7AKG8	Genome Annotation
Q7AKN8	
Q7AKQ4	Genome Annotation
Q7AKQ6	Genome Annotation
Q7AKR9	
Q7AP59	
Q7AP65	
Q7APD8	Genome Annotation
Q7BBW0	Genome Annotation
Q7BC73	
Q7BSW5	Genome Annotation
Q7CDZ7	Genome Annotation
Q7CE61	Genome Annotation
Q7CE65	Genome Annotation
Q7D4L9	Genome Annotation
Q7D5R0	Genome Annotation
Q7D9D7	Genome Annotation
Q7D9F6	Genome Annotation
Q7D9S1	Genome Annotation
Q7DB53	Genome Annotation
Q7DB54	Genome Annotation
Q7DB80	Genome Annotation
Q7DB81	Genome Annotation
Q7DBF3	Genome Annotation
Q7DBF4	Genome Annotation
Q7DBF5	Genome Annotation
Q7DBF6	Genome Annotation
Q7DBF8	Genome Annotation
Q7DBL5	Genome Annotation
Q7DC32	Genome Annotation
Q7DDR9	Genome Annotation
Q7DFN2	Genome Annotation
Q7LX34	Genome Annotation
Q7LX61	Genome Annotation
Q7LX66	Genome Annotation
Q7LX68	Genome Annotation
Q7LX71	Genome Annotation
Q7LX77	Genome Annotation
Q7LX81	Genome Annotation
Q7LX98	Genome Annotation
Q7LXD9	Genome Annotation
Q7LXE1	Genome Annotation
Q7LXE8	Genome Annotation
Q7LXH4	Genome Annotation
Q7LXI3	Genome Annotation
Q7LXJ1	Genome Annotation
Q7LXK8	Genome Annotation
Q7LXM0	Genome Annotation
Q7LXM4	Genome Annotation
Q7LXN5	Genome Annotation
Q7LXP0	Genome Annotation
Q7LXP8	Genome Annotation
Q7LXQ2	Genome Annotation
Q7LXR4	Genome Annotation
Q7LXR7	Genome Annotation
Q7LXS7	Genome Annotation
Q7LXS8	Genome Annotation
Q7LXT3	Genome Annotation
Q7LXU0	Genome Annotation
Q7LXU1	Genome Annotation
Q7LXV0	Genome Annotation
Q7LXV9	Genome Annotation
Q7LXW0	Genome Annotation
Q7LXW1	Genome Annotation
Q7LXW8	Genome Annotation
Q7LXX7	Genome Annotation
Q7LY03	Genome Annotation
Q7LYI9	Genome Annotation
Q7LYK3	Genome Annotation
Q7M7K0	Genome Annotation
Q7M7K1	
Q7MBT7	
Q7MC40	
Q7MCQ4	
Q7MCZ7	
Q7MDA6	
Q7MDB5	
Q7MDF9	
Q7MDZ1	
Q7MER8	
Q7MET6	
Q7MEX9	
Q7MF23	
Q7MFB1	
Q7MFK7	
Q7MG94	Genome Annotation
Q7MHJ1	
Q7MHJ4	
Q7MHV6	
Q7MI44	
Q7MI93	Genome Annotation
Q7MIE0	
Q7MIU5	
Q7MJ80	
Q7MJS1	
Q7MKX5	
Q7MMH2	
Q7MMR2	
Q7MMU2	
Q7MN57	Genome Annotation
Q7MNK1	Genome Annotation
Q7MNP3	
Q7MNX7	
Q7MNY1	
Q7MP86	Genome Annotation
Q7MPQ9	
Q7TZN1	Genome Annotation
Q7UAE6	Genome Annotation
Q7UAH4	Genome Annotation
Q7UAV7	Genome Annotation
Q7UB34	Genome Annotation
Q7UBD3	Genome Annotation
Q7UBI7	Genome Annotation
Q7UBI8	Genome Annotation
Q7UBT0	Genome Annotation
Q7UBU3	Genome Annotation
Q7UBW5	Genome Annotation
Q7UC56	Genome Annotation
Q7UCT6	Genome Annotation
Q7UDL2	Genome Annotation
Q7WLU9	Genome Annotation
Q7WY61	Genome Annotation
Q7ZAM1	Genome Annotation
Q81WK7	Genome Annotation
Q81ZL3	Genome Annotation
Q81ZL7	Genome Annotation
Q81ZM2	Genome Annotation
Q81ZM8	Genome Annotation
Q81ZN9	Genome Annotation
Q81ZS9	Genome Annotation
Q81ZT5	Genome Annotation
Q81ZT8	Genome Annotation
Q81ZU1	Genome Annotation
Q821A6	Genome Annotation
Q821C1	Genome Annotation
Q821C2	Genome Annotation
Q836B3	Genome Annotation
Q83IM5	Genome Annotation
Q83IP5	Genome Annotation
Q83IP6	Genome Annotation
Q83IR6	Genome Annotation
Q83IS3	Genome Annotation
Q83IT3	Genome Annotation
Q83IY3	Genome Annotation
Q83J15	Genome Annotation
Q83J38	Genome Annotation
Q83J89	Genome Annotation
Q83JA5	Genome Annotation
Q83JB3	Genome Annotation
Q83JC3	Genome Annotation
Q83JC4	Genome Annotation
Q83JF0	Genome Annotation
Q83JF9	Genome Annotation
Q83JH9	Genome Annotation
Q83JW6	Genome Annotation
Q83JW7	Genome Annotation
Q83JY2	Genome Annotation
Q83K06	Genome Annotation
Q83K21	Genome Annotation
Q83K44	Genome Annotation
Q83K48	Genome Annotation
Q83K86	Genome Annotation
Q83K95	Genome Annotation
Q83KA8	Genome Annotation
Q83KD8	Genome Annotation
Q83KK3	Genome Annotation
Q83KQ3	Genome Annotation
Q83KR7	Genome Annotation
Q83KS7	Genome Annotation
Q83KT5	Genome Annotation
Q83KW2	Genome Annotation
Q83KX8	Genome Annotation
Q83L36	Genome Annotation
Q83L37	Genome Annotation
Q83LF6	Genome Annotation
Q83LF7	Genome Annotation
Q83LJ2	Genome Annotation
Q83LN3	Genome Annotation
Q83LN4	Genome Annotation
Q83LX5	Genome Annotation
Q83LY1	Genome Annotation
Q83LY3	Genome Annotation
Q83M12	Genome Annotation
Q83M42	Genome Annotation
Q83ME5	Genome Annotation
Q83MF6	Genome Annotation
Q83MH2	Genome Annotation
Q83MH5	Genome Annotation
Q83MJ8	Genome Annotation
Q83MN1	Genome Annotation
Q83P35	Genome Annotation
Q83P38	Genome Annotation
Q83PC2	Genome Annotation
Q83PE8	Genome Annotation
Q83PF4	Genome Annotation
Q83PG1	Genome Annotation
Q83PG4	Genome Annotation
Q83PJ7	Genome Annotation
Q83PP2	Genome Annotation
Q83PR3	Genome Annotation
Q83PV3	Genome Annotation
Q83PY5	Genome Annotation
Q83PY6	Genome Annotation
Q83PY9	Genome Annotation
Q83Q07	Genome Annotation
Q83Q14	Genome Annotation
Q83QA2	Genome Annotation
Q83QD0	Genome Annotation
Q83QD5	Genome Annotation
Q83QD9	Genome Annotation
Q83QE0	Genome Annotation
Q83QK4	Genome Annotation
Q83QL1	Genome Annotation
Q83QN4	Genome Annotation
Q83QN9	Genome Annotation
Q83QQ5	Genome Annotation
Q83QQ8	Genome Annotation
Q83QR1	Genome Annotation
Q83QR3	Genome Annotation
Q83QS6	Genome Annotation
Q83QT8	Genome Annotation
Q83QV0	Genome Annotation
Q83QZ5	Genome Annotation
Q83R04	Genome Annotation
Q83R64	Genome Annotation
Q83R90	Genome Annotation
Q83RC0	Genome Annotation
Q83RE8	Genome Annotation
Q83RG1	Genome Annotation
Q83RJ4	Genome Annotation
Q83RN5	Genome Annotation
Q83RP1	Genome Annotation
Q83RP2	Genome Annotation
Q83RR8	Genome Annotation
Q83RU3	Genome Annotation
Q83RX5	Genome Annotation
Q83RX6	Genome Annotation
Q83S00	Genome Annotation
Q83S18	Genome Annotation
Q83S42	Genome Annotation
Q83S54	Genome Annotation
Q83SD5	Genome Annotation
Q83SE1	Genome Annotation
Q83SE5	Genome Annotation
Q83SE6	Genome Annotation
Q83SG2	Genome Annotation
Q83SM9	Genome Annotation
Q83SN2	Genome Annotation
Q83SN7	Genome Annotation
Q83SP1	Genome Annotation
Q83SQ0	Genome Annotation
Q84EC7	Genome Annotation
Q84F84	
Q8CJR0	
Q8CJR6	
Q8CJR8	
Q8CK13	
Q8CWP9	Genome Annotation
Q8CXS7	Genome Annotation
Q8CY87	Genome Annotation
Q8DR55	Genome Annotation
Q8E1E6	Genome Annotation
Q8E3U4	
Q8E6N7	
Q8EIX3	Genome Annotation
Q8EXC5	Genome Annotation
Q8EXH1	Genome Annotation
Q8EYN0	Genome Annotation
Q8F1E5	Genome Annotation
Q8F1E7	Genome Annotation
Q8F1I5	Genome Annotation
Q8F1N3	Genome Annotation
Q8F1N6	Genome Annotation
Q8F1Q9	Genome Annotation
Q8F1R0	Genome Annotation
Q8F3D4	Genome Annotation
Q8F3G9	Genome Annotation
Q8F425	Genome Annotation
Q8F491	Genome Annotation
Q8F563	Genome Annotation
Q8F663	Genome Annotation
Q8F689	Genome Annotation
Q8F6H8	Genome Annotation
Q8F6H9	Genome Annotation
Q8F6K1	Genome Annotation
Q8F6U4	Genome Annotation
Q8F6Y5	Genome Annotation
Q8F701	Genome Annotation
Q8F7T3	Genome Annotation
Q8F7V3	Genome Annotation
Q8F850	Genome Annotation
Q8F8A5	Genome Annotation
Q8F8D0	Genome Annotation
Q8F9U8	Genome Annotation
Q8GP19	
Q8GP20	
Q8KX25	Genome Annotation
Q8NQJ3	Genome Annotation
Q8NU97	Genome Annotation
Q8NU98	Genome Annotation
Q8PEJ1	Genome Annotation
Q8PEL1	Genome Annotation
Q8PEM1	Genome Annotation
Q8PER7	Genome Annotation
Q8PES0	Genome Annotation
Q8PEV9	Genome Annotation
Q8PEW2	Genome Annotation
Q8PEX7	Genome Annotation
Q8PF94	Genome Annotation
Q8PFF4	Genome Annotation
Q8PFG9	Genome Annotation
Q8PFX5	Genome Annotation
Q8PG87	Genome Annotation
Q8PGB3	Genome Annotation
Q8PGG6	Genome Annotation
Q8PGJ4	Genome Annotation
Q8PGK4	Genome Annotation
Q8PGN7	Genome Annotation
Q8PGS0	Genome Annotation
Q8PH13	Genome Annotation
Q8PH73	Genome Annotation
Q8PH84	Genome Annotation
Q8PHY0	Genome Annotation
Q8PHZ9	Genome Annotation
Q8PI16	Genome Annotation
Q8PI44	Genome Annotation
Q8PIB8	Genome Annotation
Q8PIH1	Genome Annotation
Q8PII6	Genome Annotation
Q8PIN6	Genome Annotation
Q8PIR2	Genome Annotation
Q8PIR5	Genome Annotation
Q8PIV6	Genome Annotation
Q8PJ00	Genome Annotation
Q8PJ02	Genome Annotation
Q8PJ03	Genome Annotation
Q8PJ43	Genome Annotation
Q8PJH6	Genome Annotation
Q8PJT7	Genome Annotation
Q8PJW6	Genome Annotation
Q8PKC0	Genome Annotation
Q8PKC8	Genome Annotation
Q8PKH6	Genome Annotation
Q8PKI7	Genome Annotation
Q8PKL5	Genome Annotation
Q8PKQ1	Genome Annotation
Q8PKW6	Genome Annotation
Q8PKZ3	Genome Annotation
Q8PL31	Genome Annotation
Q8PL68	Genome Annotation
Q8PLM3	Genome Annotation
Q8PLW4	Genome Annotation
Q8PLW8	Genome Annotation
Q8PM69	Genome Annotation
Q8PMD8	Genome Annotation
Q8PMI4	Genome Annotation
Q8PMM9	Genome Annotation
Q8PMV4	Genome Annotation
Q8PNB1	Genome Annotation
Q8PNI0	Genome Annotation
Q8PNI3	Genome Annotation
Q8PNK9	Genome Annotation
Q8PNP1	Genome Annotation
Q8PNS2	Genome Annotation
Q8PNS3	Genome Annotation
Q8PNS9	Genome Annotation
Q8PNT1	Genome Annotation
Q8PNT4	Genome Annotation
Q8PNY2	Genome Annotation
Q8PP38	Genome Annotation
Q8PP39	Genome Annotation
Q8PP73	Genome Annotation
Q8PP84	Genome Annotation
Q8PPR3	Genome Annotation
Q8PPT4	Genome Annotation
Q8PPZ1	Genome Annotation
Q8PQ14	Genome Annotation
Q8PQ24	Genome Annotation
Q8PQ68	Genome Annotation
Q8PQ72	Genome Annotation
Q8PQN1	Genome Annotation
Q8PQN2	Genome Annotation
